date,city,temperature
2012-10-04,Albuquerque,293.09625
2012-10-04,Atlanta,291.02375
2012-10-04,Beersheba,300.0941666666667
2012-10-04,Boston,290.04375
2012-10-04,Charlotte,294.7558333333333
2012-10-04,Chicago,290.03249999999997
2012-10-04,Dallas,294.4775
2012-10-04,Denver,291.5933333333333
2012-10-04,Detroit,290.15208333333334
2012-10-04,Eilat,301.7702083333333
2012-10-04,Haifa,299.13916666666665
2012-10-04,Houston,294.2054166666667
2012-10-04,Indianapolis,288.8070833333333
2012-10-04,Jacksonville,298.53541666666666
2012-10-04,Jerusalem,298.9241666666666
2012-10-04,Kansas City,290.00208333333336
2012-10-04,Las Vegas,301.82
2012-10-04,Los Angeles,295.99791666666664
2012-10-04,Miami,300.3975
2012-10-04,Minneapolis,288.3958333333333
2012-10-04,Montreal,286.86083333333335
2012-10-04,Nahariyya,299.13916666666665
2012-10-04,Nashville,289.51208333333335
2012-10-04,New York,291.9870833333333
2012-10-04,Philadelphia,293.63375
2012-10-04,Phoenix,302.23291666666665
2012-10-04,Pittsburgh,293.21875
2012-10-04,Portland,286.4825
2012-10-04,Saint Louis,291.1879166666667
2012-10-04,San Antonio,292.98541666666665
2012-10-04,San Diego,296.0808333333333
2012-10-04,San Francisco,295.6870833333333
2012-10-04,Seattle,284.39166666666665
2012-10-04,Tel Aviv District,299.94
2012-10-04,Toronto,288.21791666666667
2012-10-04,Vancouver,284.37333333333333
2012-10-05,Albuquerque,292.82916666666665
2012-10-05,Atlanta,292.1564583333333
2012-10-05,Beersheba,299.71208333333334
2012-10-05,Boston,289.51729166666667
2012-10-05,Charlotte,294.18
2012-10-05,Chicago,291.20750000000004
2012-10-05,Dallas,296.36083333333335
2012-10-05,Denver,280.70937499999997
2012-10-05,Detroit,291.4010416666667
2012-10-05,Eilat,299.86
2012-10-05,Haifa,298.8775
2012-10-05,Houston,297.01479166666667
2012-10-05,Indianapolis,290.74375000000003
2012-10-05,Jacksonville,297.83979166666666
2012-10-05,Jerusalem,297.54749999999996
2012-10-05,Kansas City,289.00375
2012-10-05,Las Vegas,300.62854166666665
2012-10-05,Los Angeles,292.9483333333333
2012-10-05,Miami,301.86333333333334
2012-10-05,Minneapolis,285.186875
2012-10-05,Montreal,287.53520833333334
2012-10-05,Nahariyya,298.8775
2012-10-05,Nashville,291.90125
2012-10-05,New York,294.04354166666667
2012-10-05,Philadelphia,294.0158333333333
2012-10-05,Phoenix,301.81125000000003
2012-10-05,Pittsburgh,291.50708333333336
2012-10-05,Portland,288.2860416666667
2012-10-05,Saint Louis,292.7895833333333
2012-10-05,San Antonio,298.190625
2012-10-05,San Diego,293.894375
2012-10-05,San Francisco,290.6354166666667
2012-10-05,Seattle,284.75624999999997
2012-10-05,Tel Aviv District,300.153125
2012-10-05,Toronto,289.36645833333336
2012-10-05,Vancouver,283.7572916666667
2012-10-06,Albuquerque,292.8854166666667
2012-10-06,Atlanta,292.41625
2012-10-06,Beersheba,300.1525
2012-10-06,Boston,291.1489583333333
2012-10-06,Charlotte,292.8520833333333
2012-10-06,Chicago,282.5079166666667
2012-10-06,Dallas,298.3122916666667
2012-10-06,Denver,275.71729166666665
2012-10-06,Detroit,288.9916666666667
2012-10-06,Eilat,299.218125
2012-10-06,Haifa,298.5425
2012-10-06,Houston,297.65625
2012-10-06,Indianapolis,285.31104166666665
2012-10-06,Jacksonville,298.613125
2012-10-06,Jerusalem,297.3275
2012-10-06,Kansas City,283.5566666666667
2012-10-06,Las Vegas,299.150625
2012-10-06,Los Angeles,292.36875000000003
2012-10-06,Miami,301.68083333333334
2012-10-06,Minneapolis,278.18
2012-10-06,Montreal,288.958125
2012-10-06,Nahariyya,298.5425
2012-10-06,Nashville,292.6820833333333
2012-10-06,New York,292.95374999999996
2012-10-06,Philadelphia,292.01
2012-10-06,Phoenix,299.81041666666664
2012-10-06,Pittsburgh,291.5133333333333
2012-10-06,Portland,288.2910416666667
2012-10-06,Saint Louis,284.2808333333333
2012-10-06,San Antonio,298.36645833333336
2012-10-06,San Diego,292.8147916666667
2012-10-06,San Francisco,290.0104166666667
2012-10-06,Seattle,285.6745833333334
2012-10-06,Tel Aviv District,299.1720833333333
2012-10-06,Toronto,288.8754166666667
2012-10-06,Vancouver,284.8258333333333
2012-10-07,Albuquerque,288.76479166666667
2012-10-07,Atlanta,292.7908333333333
2012-10-07,Beersheba,299.1691666666666
2012-10-07,Boston,291.1929166666667
2012-10-07,Charlotte,293.34083333333336
2012-10-07,Chicago,279.2754166666667
2012-10-07,Dallas,286.375
2012-10-07,Denver,274.16125
2012-10-07,Detroit,281.06958333333336
2012-10-07,Eilat,301.0602083333333
2012-10-07,Haifa,297.93541666666664
2012-10-07,Houston,296.74125
2012-10-07,Indianapolis,279.00791666666663
2012-10-07,Jacksonville,298.6295833333333
2012-10-07,Jerusalem,296.7708333333333
2012-10-07,Kansas City,279.1675
2012-10-07,Las Vegas,298.5910416666667
2012-10-07,Los Angeles,292.92875
2012-10-07,Miami,301.15916666666664
2012-10-07,Minneapolis,277.00708333333336
2012-10-07,Montreal,286.1979166666667
2012-10-07,Nahariyya,297.93541666666664
2012-10-07,Nashville,286.21958333333333
2012-10-07,New York,292.0266666666667
2012-10-07,Philadelphia,291.19374999999997
2012-10-07,Phoenix,299.24833333333333
2012-10-07,Pittsburgh,286.2275
2012-10-07,Portland,288.2625
2012-10-07,Saint Louis,279.43958333333336
2012-10-07,San Antonio,295.68375
2012-10-07,San Diego,292.38208333333336
2012-10-07,San Francisco,289.57375
2012-10-07,Seattle,286.18333333333334
2012-10-07,Tel Aviv District,298.4577083333333
2012-10-07,Toronto,283.34708333333333
2012-10-07,Vancouver,285.59583333333336
2012-10-08,Albuquerque,281.9875
2012-10-08,Atlanta,288.015
2012-10-08,Beersheba,297.31583333333333
2012-10-08,Boston,283.8079166666667
2012-10-08,Charlotte,287.87708333333336
2012-10-08,Chicago,280.23791666666665
2012-10-08,Dallas,282.91333333333336
2012-10-08,Denver,275.7225
2012-10-08,Detroit,280.88166666666666
2012-10-08,Eilat,300.54854166666667
2012-10-08,Haifa,297.96750000000003
2012-10-08,Houston,289.44666666666666
2012-10-08,Indianapolis,279.62645833333335
2012-10-08,Jacksonville,298.55041666666665
2012-10-08,Jerusalem,296.71999999999997
2012-10-08,Kansas City,279.5758333333333
2012-10-08,Las Vegas,296.5110416666667
2012-10-08,Los Angeles,293.91875
2012-10-08,Miami,299.55583333333334
2012-10-08,Minneapolis,276.3066666666667
2012-10-08,Montreal,281.2475
2012-10-08,Nahariyya,297.96750000000003
2012-10-08,Nashville,283.73625
2012-10-08,New York,283.64708333333334
2012-10-08,Philadelphia,282.69958333333335
2012-10-08,Phoenix,299.53208333333333
2012-10-08,Pittsburgh,280.88958333333335
2012-10-08,Portland,288.4870833333334
2012-10-08,Saint Louis,280.5729166666667
2012-10-08,San Antonio,286.77375
2012-10-08,San Diego,293.69166666666666
2012-10-08,San Francisco,288.5104166666667
2012-10-08,Seattle,287.14416666666665
2012-10-08,Tel Aviv District,298.15125
2012-10-08,Toronto,279.94625
2012-10-08,Vancouver,285.9433333333333
2012-10-09,Albuquerque,284.58166666666665
2012-10-09,Atlanta,285.62208333333336
2012-10-09,Beersheba,299.07666666666665
2012-10-09,Boston,283.01437500000003
2012-10-09,Charlotte,283.96166666666664
2012-10-09,Chicago,280.03479166666665
2012-10-09,Dallas,284.1872916666667
2012-10-09,Denver,281.71729166666665
2012-10-09,Detroit,280.510625
2012-10-09,Eilat,299.19604166666664
2012-10-09,Haifa,297.8075
2012-10-09,Houston,288.21375
2012-10-09,Indianapolis,278.4925
2012-10-09,Jacksonville,298.46999999999997
2012-10-09,Jerusalem,296.475
2012-10-09,Kansas City,282.480625
2012-10-09,Las Vegas,295.57479166666667
2012-10-09,Los Angeles,292.4402083333333
2012-10-09,Miami,299.56541666666664
2012-10-09,Minneapolis,281.2370833333334
2012-10-09,Montreal,280.24791666666664
2012-10-09,Nahariyya,297.8075
2012-10-09,Nashville,283.90333333333336
2012-10-09,New York,282.44645833333334
2012-10-09,Philadelphia,281.06354166666665
2012-10-09,Phoenix,299.025625
2012-10-09,Pittsburgh,277.9485416666667
2012-10-09,Portland,285.1933333333333
2012-10-09,Saint Louis,280.721875
2012-10-09,San Antonio,286.67625
2012-10-09,San Diego,293.3520833333333
2012-10-09,San Francisco,288.3497916666667
2012-10-09,Seattle,286.7077083333333
2012-10-09,Tel Aviv District,298.16479166666664
2012-10-09,Toronto,279.885
2012-10-09,Vancouver,285.95729166666666
2012-10-10,Albuquerque,288.3966666666667
2012-10-10,Atlanta,286.83520833333336
2012-10-10,Beersheba,299.1720833333333
2012-10-10,Boston,284.46791666666667
2012-10-10,Charlotte,283.1875
2012-10-10,Chicago,285.42020833333333
2012-10-10,Dallas,289.6822916666667
2012-10-10,Denver,282.26437500000003
2012-10-10,Detroit,282.70645833333333
2012-10-10,Eilat,299.499375
2012-10-10,Haifa,298.14
2012-10-10,Houston,291.98354166666667
2012-10-10,Indianapolis,281.2416666666667
2012-10-10,Jacksonville,293.1870833333333
2012-10-10,Jerusalem,296.6125
2012-10-10,Kansas City,286.1716666666667
2012-10-10,Las Vegas,298.1566666666667
2012-10-10,Los Angeles,291.34270833333335
2012-10-10,Miami,300.785625
2012-10-10,Minneapolis,282.1410416666667
2012-10-10,Montreal,281.75895833333334
2012-10-10,Nahariyya,298.14
2012-10-10,Nashville,283.02875
2012-10-10,New York,284.89395833333333
2012-10-10,Philadelphia,283.7425
2012-10-10,Phoenix,299.2135416666667
2012-10-10,Pittsburgh,279.9372916666667
2012-10-10,Portland,284.3639583333333
2012-10-10,Saint Louis,284.7114583333333
2012-10-10,San Antonio,292.320625
2012-10-10,San Diego,292.7708333333333
2012-10-10,San Francisco,288.50624999999997
2012-10-10,Seattle,285.96125
2012-10-10,Tel Aviv District,297.8016666666667
2012-10-10,Toronto,282.4554166666667
2012-10-10,Vancouver,284.91395833333337
2012-10-11,Albuquerque,287.1458333333333
2012-10-11,Atlanta,288.8129166666667
2012-10-11,Beersheba,300.03020833333335
2012-10-11,Boston,286.464375
2012-10-11,Charlotte,288.16979166666664
2012-10-11,Chicago,281.97520833333334
2012-10-11,Dallas,293.5058333333333
2012-10-11,Denver,284.5995833333333
2012-10-11,Detroit,283.08104166666664
2012-10-11,Eilat,298.77125
2012-10-11,Haifa,297.86875000000003
2012-10-11,Houston,298.485
2012-10-11,Indianapolis,283.0697916666667
2012-10-11,Jacksonville,293.8025
2012-10-11,Jerusalem,297.26770833333336
2012-10-11,Kansas City,283.9320833333333
2012-10-11,Las Vegas,298.22520833333334
2012-10-11,Los Angeles,292.47208333333333
2012-10-11,Miami,300.5375
2012-10-11,Minneapolis,278.65833333333336
2012-10-11,Montreal,284.753125
2012-10-11,Nahariyya,297.86875000000003
2012-10-11,Nashville,288.36604166666666
2012-10-11,New York,287.95729166666666
2012-10-11,Philadelphia,288.0027083333333
2012-10-11,Phoenix,299.7752083333333
2012-10-11,Pittsburgh,283.34
2012-10-11,Portland,286.59979166666665
2012-10-11,Saint Louis,284.1404166666667
2012-10-11,San Antonio,298.7964583333333
2012-10-11,San Diego,292.7389583333333
2012-10-11,San Francisco,289.8620833333333
2012-10-11,Seattle,287.55625000000003
2012-10-11,Tel Aviv District,297.3125
2012-10-11,Toronto,284.16125
2012-10-11,Vancouver,283.82875
2012-10-12,Albuquerque,288.0579166666667
2012-10-12,Atlanta,288.4195833333333
2012-10-12,Beersheba,300.534375
2012-10-12,Boston,284.4504166666667
2012-10-12,Charlotte,286.90541666666667
2012-10-12,Chicago,282.4116666666667
2012-10-12,Dallas,295.29041666666666
2012-10-12,Denver,284.9241666666667
2012-10-12,Detroit,280.9554166666667
2012-10-12,Eilat,301.29854166666667
2012-10-12,Haifa,298.76
2012-10-12,Houston,298.6870833333333
2012-10-12,Indianapolis,279.8102083333333
2012-10-12,Jacksonville,294.33750000000003
2012-10-12,Jerusalem,298.28000000000003
2012-10-12,Kansas City,285.9633333333333
2012-10-12,Las Vegas,291.29
2012-10-12,Los Angeles,290.30541666666664
2012-10-12,Miami,299.72583333333336
2012-10-12,Minneapolis,281.3666666666667
2012-10-12,Montreal,280.50166666666667
2012-10-12,Nahariyya,298.76
2012-10-12,Nashville,283.97083333333336
2012-10-12,New York,285.235
2012-10-12,Philadelphia,284.23
2012-10-12,Phoenix,298.9866666666667
2012-10-12,Pittsburgh,280.4425
2012-10-12,Portland,283.68125000000003
2012-10-12,Saint Louis,282.73041666666666
2012-10-12,San Antonio,298.40791666666667
2012-10-12,San Diego,290.28791666666666
2012-10-12,San Francisco,287.005
2012-10-12,Seattle,283.6525
2012-10-12,Tel Aviv District,299.50083333333333
2012-10-12,Toronto,279.8016666666667
2012-10-12,Vancouver,283.49375000000003
2012-10-13,Albuquerque,290.34791666666666
2012-10-13,Atlanta,292.4941666666667
2012-10-13,Beersheba,300.43541666666664
2012-10-13,Boston,281.7391666666667
2012-10-13,Charlotte,288.65625
2012-10-13,Chicago,283.19083333333333
2012-10-13,Dallas,298.53416666666664
2012-10-13,Denver,283.125
2012-10-13,Detroit,282.2004166666667
2012-10-13,Eilat,300.9379166666667
2012-10-13,Haifa,298.1354166666667
2012-10-13,Houston,300.05625000000003
2012-10-13,Indianapolis,283.55625000000003
2012-10-13,Jacksonville,295.9120833333333
2012-10-13,Jerusalem,297.62562499999996
2012-10-13,Kansas City,286.9429166666667
2012-10-13,Las Vegas,288.75854166666664
2012-10-13,Los Angeles,289.46750000000003
2012-10-13,Miami,299.765
2012-10-13,Minneapolis,277.05
2012-10-13,Montreal,279.5129166666667
2012-10-13,Nahariyya,298.1354166666667
2012-10-13,Nashville,287.84999999999997
2012-10-13,New York,283.1920833333333
2012-10-13,Philadelphia,282.96125
2012-10-13,Phoenix,295.37166666666667
2012-10-13,Pittsburgh,282.3825
2012-10-13,Portland,284.83958333333334
2012-10-13,Saint Louis,287.19958333333335
2012-10-13,San Antonio,298.74375
2012-10-13,San Diego,290.3129166666667
2012-10-13,San Francisco,287.5129166666667
2012-10-13,Seattle,285.1716666666667
2012-10-13,Tel Aviv District,298.25875
2012-10-13,Toronto,280.9916666666667
2012-10-13,Vancouver,283.83583333333337
2012-10-14,Albuquerque,283.7816666666667
2012-10-14,Atlanta,292.11375
2012-10-14,Beersheba,299.51624999999996
2012-10-14,Boston,277.9008333333333
2012-10-14,Charlotte,287.34375
2012-10-14,Chicago,283.43375
2012-10-14,Dallas,297.63124999999997
2012-10-14,Denver,282.76916666666665
2012-10-14,Detroit,279.7191666666667
2012-10-14,Eilat,302.12166666666667
2012-10-14,Haifa,299.4175
2012-10-14,Houston,298.7270833333333
2012-10-14,Indianapolis,284.728125
2012-10-14,Jacksonville,296.59625
2012-10-14,Jerusalem,298.5
2012-10-14,Kansas City,290.06583333333333
2012-10-14,Las Vegas,289.08125
2012-10-14,Los Angeles,290.64708333333334
2012-10-14,Miami,298.5779166666667
2012-10-14,Minneapolis,282.8070833333333
2012-10-14,Montreal,276.7416666666667
2012-10-14,Nahariyya,299.4175
2012-10-14,Nashville,290.2233333333333
2012-10-14,New York,279.6691666666666
2012-10-14,Philadelphia,279.5575
2012-10-14,Phoenix,292.29791666666665
2012-10-14,Pittsburgh,280.62083333333334
2012-10-14,Portland,286.3308333333334
2012-10-14,Saint Louis,289.6516666666667
2012-10-14,San Antonio,298.7033333333333
2012-10-14,San Diego,290.41291666666666
2012-10-14,San Francisco,287.4870833333333
2012-10-14,Seattle,286.05
2012-10-14,Tel Aviv District,298.12104166666666
2012-10-14,Toronto,277.4583333333333
2012-10-14,Vancouver,285.0729166666667
2012-10-15,Albuquerque,284.55041666666665
2012-10-15,Atlanta,291.61083333333335
2012-10-15,Beersheba,299.03041666666667
2012-10-15,Boston,283.62791666666664
2012-10-15,Charlotte,287.2445833333333
2012-10-15,Chicago,291.14125
2012-10-15,Dallas,295.8275
2012-10-15,Denver,283.94875
2012-10-15,Detroit,290.37125
2012-10-15,Eilat,301.56541666666664
2012-10-15,Haifa,298.895
2012-10-15,Houston,298.62375000000003
2012-10-15,Indianapolis,293.35020833333334
2012-10-15,Jacksonville,297.7583333333333
2012-10-15,Jerusalem,298.1425
2012-10-15,Kansas City,291.25624999999997
2012-10-15,Las Vegas,291.93895833333335
2012-10-15,Los Angeles,293.56333333333333
2012-10-15,Miami,300.1066666666667
2012-10-15,Minneapolis,282.69041666666664
2012-10-15,Montreal,279.13375
2012-10-15,Nahariyya,298.895
2012-10-15,Nashville,293.7858333333333
2012-10-15,New York,287.28458333333333
2012-10-15,Philadelphia,286.3433333333333
2012-10-15,Phoenix,295.5045833333333
2012-10-15,Pittsburgh,291.56166666666667
2012-10-15,Portland,287.92833333333334
2012-10-15,Saint Louis,292.92125
2012-10-15,San Antonio,298.38625
2012-10-15,San Diego,292.9145833333333
2012-10-15,San Francisco,289.60375
2012-10-15,Seattle,287.96999999999997
2012-10-15,Tel Aviv District,298.42395833333336
2012-10-15,Toronto,285.71125
2012-10-15,Vancouver,286.48041666666666
2012-10-16,Albuquerque,286.44666666666666
2012-10-16,Atlanta,293.65541666666667
2012-10-16,Beersheba,300.5108333333333
2012-10-16,Boston,291.56541666666664
2012-10-16,Charlotte,292.23041666666666
2012-10-16,Chicago,283.38124999999997
2012-10-16,Dallas,293.00124999999997
2012-10-16,Denver,286.97125
2012-10-16,Detroit,285.58
2012-10-16,Eilat,301.94416666666666
2012-10-16,Haifa,299.3875
2012-10-16,Houston,296.30541666666664
2012-10-16,Indianapolis,284.87416666666667
2012-10-16,Jacksonville,297.60833333333335
2012-10-16,Jerusalem,299.3125
2012-10-16,Kansas City,288.15291666666667
2012-10-16,Las Vegas,293.9316666666667
2012-10-16,Los Angeles,296.1120833333334
2012-10-16,Miami,300.40458333333333
2012-10-16,Minneapolis,282.3329166666667
2012-10-16,Montreal,285.07958333333335
2012-10-16,Nahariyya,299.3875
2012-10-16,Nashville,290.76375
2012-10-16,New York,291.2525
2012-10-16,Philadelphia,290.56958333333336
2012-10-16,Phoenix,299.6025
2012-10-16,Pittsburgh,289.03875
2012-10-16,Portland,288.7545833333333
2012-10-16,Saint Louis,287.36083333333335
2012-10-16,San Antonio,294.78833333333336
2012-10-16,San Diego,295.6433333333333
2012-10-16,San Francisco,290.27375
2012-10-16,Seattle,286.8575
2012-10-16,Tel Aviv District,298.64145833333333
2012-10-16,Toronto,285.93083333333334
2012-10-16,Vancouver,285.02500000000003
2012-10-17,Albuquerque,288.27916666666664
2012-10-17,Atlanta,287.98375
2012-10-17,Beersheba,300.2439583333333
2012-10-17,Boston,286.83208333333334
2012-10-17,Charlotte,287.48583333333335
2012-10-17,Chicago,284.15958333333333
2012-10-17,Dallas,292.40000000000003
2012-10-17,Denver,289.54041666666666
2012-10-17,Detroit,282.60875
2012-10-17,Eilat,302.80625
2012-10-17,Haifa,300.3925
2012-10-17,Houston,292.87833333333333
2012-10-17,Indianapolis,282.98125
2012-10-17,Jacksonville,295.1275
2012-10-17,Jerusalem,300.59
2012-10-17,Kansas City,292.93666666666667
2012-10-17,Las Vegas,294.58958333333334
2012-10-17,Los Angeles,294.9420833333333
2012-10-17,Miami,299.81333333333333
2012-10-17,Minneapolis,287.93541666666664
2012-10-17,Montreal,281.68333333333334
2012-10-17,Nahariyya,300.3925
2012-10-17,Nashville,286.8483333333333
2012-10-17,New York,286.51666666666665
2012-10-17,Philadelphia,285.8070833333333
2012-10-17,Phoenix,297.9558333333333
2012-10-17,Pittsburgh,282.585
2012-10-17,Portland,287.9058333333333
2012-10-17,Saint Louis,289.10125
2012-10-17,San Antonio,292.9725
2012-10-17,San Diego,293.745
2012-10-17,San Francisco,292.6875
2012-10-17,Seattle,286.4591666666667
2012-10-17,Tel Aviv District,299.84270833333335
2012-10-17,Toronto,280.7991666666667
2012-10-17,Vancouver,285.07
2012-10-18,Albuquerque,289.89208333333335
2012-10-18,Atlanta,288.7283333333333
2012-10-18,Beersheba,301.16
2012-10-18,Boston,280.2441666666667
2012-10-18,Charlotte,286.80333333333334
2012-10-18,Chicago,290.74666666666667
2012-10-18,Dallas,296.25416666666666
2012-10-18,Denver,285.64708333333334
2012-10-18,Detroit,287.9379166666667
2012-10-18,Eilat,302.65625
2012-10-18,Haifa,300.47249999999997
2012-10-18,Houston,295.14458333333334
2012-10-18,Indianapolis,289.01979166666666
2012-10-18,Jacksonville,293.39875
2012-10-18,Jerusalem,300.2725
2012-10-18,Kansas City,290.88916666666665
2012-10-18,Las Vegas,296.19104166666665
2012-10-18,Los Angeles,296.65749999999997
2012-10-18,Miami,299.78416666666664
2012-10-18,Minneapolis,285.49833333333333
2012-10-18,Montreal,279.2183333333333
2012-10-18,Nahariyya,300.47249999999997
2012-10-18,Nashville,290.4420833333333
2012-10-18,New York,282.6870833333333
2012-10-18,Philadelphia,282.32
2012-10-18,Phoenix,297.7895833333333
2012-10-18,Pittsburgh,283.93916666666667
2012-10-18,Portland,282.6958333333333
2012-10-18,Saint Louis,291.31
2012-10-18,San Antonio,295.47541666666666
2012-10-18,San Diego,296.3929166666667
2012-10-18,San Francisco,292.12666666666667
2012-10-18,Seattle,282.6608333333333
2012-10-18,Tel Aviv District,299.168125
2012-10-18,Toronto,281.75416666666666
2012-10-18,Vancouver,282.29
2012-10-19,Albuquerque,287.75208333333336
2012-10-19,Atlanta,290.58666666666664
2012-10-19,Beersheba,299.7708333333333
2012-10-19,Boston,282.99625
2012-10-19,Charlotte,288.67875
2012-10-19,Chicago,284.18874999999997
2012-10-19,Dallas,292.87208333333336
2012-10-19,Denver,280.86125
2012-10-19,Detroit,288.0891666666667
2012-10-19,Eilat,302.0360416666667
2012-10-19,Haifa,300.395
2012-10-19,Houston,297.08625
2012-10-19,Indianapolis,286.79
2012-10-19,Jacksonville,296.1116666666667
2012-10-19,Jerusalem,300.0875
2012-10-19,Kansas City,284.81625
2012-10-19,Las Vegas,293.5175
2012-10-19,Los Angeles,296.90791666666667
2012-10-19,Miami,299.5475
2012-10-19,Minneapolis,281.16291666666666
2012-10-19,Montreal,285.34083333333336
2012-10-19,Nahariyya,300.395
2012-10-19,Nashville,290.15375
2012-10-19,New York,284.6779166666667
2012-10-19,Philadelphia,285.38124999999997
2012-10-19,Phoenix,297.77833333333336
2012-10-19,Pittsburgh,286.71083333333337
2012-10-19,Portland,283.44374999999997
2012-10-19,Saint Louis,285.8433333333333
2012-10-19,San Antonio,296.2
2012-10-19,San Diego,296.69916666666666
2012-10-19,San Francisco,293.59875
2012-10-19,Seattle,284.12416666666667
2012-10-19,Tel Aviv District,298.7752083333333
2012-10-19,Toronto,285.04541666666665
2012-10-19,Vancouver,282.9820833333333
2012-10-20,Albuquerque,287.95958333333334
2012-10-20,Atlanta,288.6666666666667
2012-10-20,Beersheba,299.65541666666667
2012-10-20,Boston,286.9245833333333
2012-10-20,Charlotte,290.1816666666667
2012-10-20,Chicago,281.35791666666665
2012-10-20,Dallas,289.84625
2012-10-20,Denver,284.2920833333333
2012-10-20,Detroit,284.62708333333336
2012-10-20,Eilat,301.6379166666666
2012-10-20,Haifa,299.65749999999997
2012-10-20,Houston,293.5204166666667
2012-10-20,Indianapolis,282.65625
2012-10-20,Jacksonville,296.37166666666667
2012-10-20,Jerusalem,298.97
2012-10-20,Kansas City,282.9558333333333
2012-10-20,Las Vegas,293.4641666666667
2012-10-20,Los Angeles,293.86041666666665
2012-10-20,Miami,299.6958333333333
