date,city,humidity
2012-10-05,Albuquerque,18.25
2012-10-05,Atlanta,77.79166666666667
2012-10-05,Beersheba,65.66666666666667
2012-10-05,Boston,73.33333333333333
2012-10-05,Charlotte,74.66666666666667
2012-10-05,Chicago,69.52173913043478
2012-10-05,Dallas,57.0
2012-10-05,Denver,49.5
2012-10-05,Detroit,65.54166666666667
2012-10-05,Eilat,46.875
2012-10-05,Haifa,70.5
2012-10-05,Houston,72.0
2012-10-05,Indianapolis,66.91666666666667
2012-10-05,Jacksonville,88.16666666666667
2012-10-05,Jerusalem,67.25
2012-10-05,Kansas City,63.04347826086956
2012-10-05,Las Vegas,14.647058823529411
2012-10-05,Los Angeles,70.25
2012-10-05,Miami,78.45833333333333
2012-10-05,Minneapolis,51.294117647058826
2012-10-05,Montreal,88.0
2012-10-05,Nahariyya,70.5
2012-10-05,Nashville,82.0
2012-10-05,New York,93.04166666666667
2012-10-05,Philadelphia,84.75
2012-10-05,Phoenix,27.77777777777778
2012-10-05,Pittsburgh,65.125
2012-10-05,Portland,40.391304347826086
2012-10-05,Saint Louis,78.22222222222223
2012-10-05,San Antonio,70.33333333333333
2012-10-05,San Diego,72.79166666666667
2012-10-05,San Francisco,69.66666666666667
2012-10-05,Seattle,48.52173913043478
2012-10-05,Tel Aviv District,63.416666666666664
2012-10-05,Toronto,75.08695652173913
2012-10-05,Vancouver,43.40909090909091
2012-10-06,Albuquerque,19.238095238095237
2012-10-06,Atlanta,66.8695652173913
2012-10-06,Beersheba,64.91666666666667
2012-10-06,Boston,68.70833333333333
2012-10-06,Charlotte,72.33333333333333
2012-10-06,Chicago,61.94736842105263
2012-10-06,Dallas,64.29166666666667
2012-10-06,Denver,66.0952380952381
2012-10-06,Detroit,69.125
2012-10-06,Eilat,48.083333333333336
2012-10-06,Haifa,65.0
2012-10-06,Houston,76.875
2012-10-06,Indianapolis,84.125
2012-10-06,Jacksonville,87.08333333333333
2012-10-06,Jerusalem,64.5
2012-10-06,Kansas City,65.47368421052632
2012-10-06,Las Vegas,20.05263157894737
2012-10-06,Los Angeles,75.04166666666667
2012-10-06,Miami,72.125
2012-10-06,Minneapolis,54.36363636363637
2012-10-06,Montreal,93.11111111111111
2012-10-06,Nahariyya,65.0
2012-10-06,Nashville,72.75
2012-10-06,New York,71.0
2012-10-06,Philadelphia,68.91666666666667
2012-10-06,Phoenix,27.428571428571427
2012-10-06,Pittsburgh,64.41666666666667
2012-10-06,Portland,40.75
2012-10-06,Saint Louis,79.34782608695652
2012-10-06,San Antonio,69.45833333333333
2012-10-06,San Diego,70.0
2012-10-06,San Francisco,73.54166666666667
2012-10-06,Seattle,48.45
2012-10-06,Tel Aviv District,66.95833333333333
2012-10-06,Toronto,45.82608695652174
2012-10-06,Vancouver,43.166666666666664
2012-10-07,Albuquerque,29.695652173913043
2012-10-07,Atlanta,76.875
2012-10-07,Beersheba,65.20833333333333
2012-10-07,Boston,73.95833333333333
2012-10-07,Charlotte,69.625
2012-10-07,Chicago,48.95652173913044
2012-10-07,Dallas,66.875
2012-10-07,Denver,79.9090909090909
2012-10-07,Detroit,85.1875
2012-10-07,Eilat,39.416666666666664
2012-10-07,Haifa,66.08333333333333
2012-10-07,Houston,77.95833333333333
2012-10-07,Indianapolis,77.83333333333333
2012-10-07,Jacksonville,80.70833333333333
2012-10-07,Jerusalem,62.875
2012-10-07,Kansas City,58.095238095238095
2012-10-07,Las Vegas,20.6
2012-10-07,Los Angeles,74.58333333333333
2012-10-07,Miami,72.5
2012-10-07,Minneapolis,57.25
2012-10-07,Montreal,75.76923076923077
2012-10-07,Nahariyya,66.08333333333333
2012-10-07,Nashville,70.56521739130434
2012-10-07,New York,66.45833333333333
2012-10-07,Philadelphia,69.33333333333333
2012-10-07,Phoenix,23.416666666666668
2012-10-07,Pittsburgh,68.4090909090909
2012-10-07,Portland,36.68181818181818
2012-10-07,Saint Louis,73.95
2012-10-07,San Antonio,76.33333333333333
2012-10-07,San Diego,72.41666666666667
2012-10-07,San Francisco,71.58333333333333
2012-10-07,Seattle,49.833333333333336
2012-10-07,Tel Aviv District,64.20833333333333
2012-10-07,Toronto,55.333333333333336
2012-10-07,Vancouver,49.888888888888886
2012-10-08,Albuquerque,51.75
2012-10-08,Atlanta,73.29166666666667
2012-10-08,Beersheba,58.375
2012-10-08,Boston,75.5
2012-10-08,Charlotte,84.70833333333333
2012-10-08,Chicago,47.75
2012-10-08,Dallas,61.904761904761905
2012-10-08,Denver,63.0
2012-10-08,Detroit,61.42857142857143
2012-10-08,Eilat,39.375
2012-10-08,Haifa,63.25
2012-10-08,Houston,71.41666666666667
2012-10-08,Indianapolis,64.1304347826087
2012-10-08,Jacksonville,79.58333333333333
2012-10-08,Jerusalem,60.0
2012-10-08,Kansas City,52.583333333333336
2012-10-08,Las Vegas,17.083333333333332
2012-10-08,Los Angeles,73.25
2012-10-08,Miami,80.58333333333333
2012-10-08,Minneapolis,50.90909090909091
2012-10-08,Montreal,74.5
2012-10-08,Nahariyya,63.25
2012-10-08,Nashville,61.55
2012-10-08,New York,62.78260869565217
2012-10-08,Philadelphia,63.875
2012-10-08,Phoenix,28.476190476190474
2012-10-08,Pittsburgh,64.1304347826087
2012-10-08,Portland,37.59090909090909
2012-10-08,Saint Louis,55.64705882352941
2012-10-08,San Antonio,74.125
2012-10-08,San Diego,72.83333333333333
2012-10-08,San Francisco,72.04166666666667
2012-10-08,Seattle,51.291666666666664
2012-10-08,Tel Aviv District,63.041666666666664
2012-10-08,Toronto,66.19047619047619
2012-10-08,Vancouver,59.8421052631579
2012-10-09,Albuquerque,37.0
2012-10-09,Atlanta,76.25
2012-10-09,Beersheba,64.0
2012-10-09,Boston,80.66666666666667
2012-10-09,Charlotte,78.04166666666667
2012-10-09,Chicago,49.26315789473684
2012-10-09,Dallas,57.833333333333336
2012-10-09,Denver,32.611111111111114
2012-10-09,Detroit,60.0
2012-10-09,Eilat,42.166666666666664
2012-10-09,Haifa,63.75
2012-10-09,Houston,65.08333333333333
2012-10-09,Indianapolis,56.57142857142857
2012-10-09,Jacksonville,81.08333333333333
2012-10-09,Jerusalem,62.5
2012-10-09,Kansas City,61.130434782608695
2012-10-09,Las Vegas,20.72222222222222
2012-10-09,Los Angeles,76.20833333333333
2012-10-09,Miami,83.83333333333333
2012-10-09,Minneapolis,42.63636363636363
2012-10-09,Montreal,73.85714285714286
2012-10-09,Nahariyya,63.75
2012-10-09,Nashville,61.666666666666664
2012-10-09,New York,72.3
2012-10-09,Philadelphia,77.45833333333333
2012-10-09,Phoenix,30.1
2012-10-09,Pittsburgh,80.58333333333333
2012-10-09,Portland,55.523809523809526
2012-10-09,Saint Louis,63.095238095238095
2012-10-09,San Antonio,64.125
2012-10-09,San Diego,68.95833333333333
2012-10-09,San Francisco,74.20833333333333
2012-10-09,Seattle,61.625
2012-10-09,Tel Aviv District,66.625
2012-10-09,Toronto,68.66666666666667
2012-10-09,Vancouver,61.875
2012-10-10,Albuquerque,20.352941176470587
2012-10-10,Atlanta,74.8695652173913
2012-10-10,Beersheba,61.416666666666664
2012-10-10,Boston,83.375
2012-10-10,Charlotte,84.17391304347827
2012-10-10,Chicago,44.411764705882355
2012-10-10,Dallas,66.29166666666667
2012-10-10,Denver,22.307692307692307
2012-10-10,Detroit,49.583333333333336
2012-10-10,Eilat,40.166666666666664
2012-10-10,Haifa,62.0
2012-10-10,Houston,74.66666666666667
2012-10-10,Indianapolis,61.4
2012-10-10,Jacksonville,83.68181818181819
2012-10-10,Jerusalem,60.5
2012-10-10,Kansas City,57.166666666666664
2012-10-10,Las Vegas,16.625
2012-10-10,Los Angeles,70.41666666666667
2012-10-10,Miami,76.375
2012-10-10,Minneapolis,55.65217391304348
2012-10-10,Montreal,59.333333333333336
2012-10-10,Nahariyya,62.0
2012-10-10,Nashville,73.66666666666667
2012-10-10,New York,74.66666666666667
2012-10-10,Philadelphia,73.35
2012-10-10,Phoenix,32.68181818181818
2012-10-10,Pittsburgh,71.30434782608695
2012-10-10,Portland,62.6
2012-10-10,Saint Louis,63.291666666666664
2012-10-10,San Antonio,69.04166666666667
2012-10-10,San Diego,65.08333333333333
2012-10-10,San Francisco,74.5
2012-10-10,Seattle,68.08333333333333
2012-10-10,Tel Aviv District,69.375
2012-10-10,Toronto,52.75
2012-10-10,Vancouver,76.17391304347827
2012-10-11,Albuquerque,33.583333333333336
2012-10-11,Atlanta,74.875
2012-10-11,Beersheba,51.041666666666664
2012-10-11,Boston,80.66666666666667
2012-10-11,Charlotte,69.375
2012-10-11,Chicago,55.36842105263158
2012-10-11,Dallas,82.08333333333333
2012-10-11,Denver,36.13333333333333
2012-10-11,Detroit,61.5
2012-10-11,Eilat,30.833333333333332
2012-10-11,Haifa,62.666666666666664
2012-10-11,Houston,77.95833333333333
2012-10-11,Indianapolis,61.166666666666664
2012-10-11,Jacksonville,76.125
2012-10-11,Jerusalem,54.333333333333336
2012-10-11,Kansas City,53.0
2012-10-11,Las Vegas,24.833333333333332
2012-10-11,Los Angeles,62.416666666666664
2012-10-11,Miami,74.625
2012-10-11,Minneapolis,53.59090909090909
2012-10-11,Montreal,73.88235294117646
2012-10-11,Nahariyya,62.666666666666664
2012-10-11,Nashville,57.541666666666664
2012-10-11,New York,85.04166666666667
2012-10-11,Philadelphia,80.83333333333333
2012-10-11,Phoenix,26.5
2012-10-11,Pittsburgh,67.79166666666667
2012-10-11,Portland,51.526315789473685
2012-10-11,Saint Louis,59.47826086956522
2012-10-11,San Antonio,72.66666666666667
2012-10-11,San Diego,64.08333333333333
2012-10-11,San Francisco,68.41666666666667
2012-10-11,Seattle,64.04166666666667
2012-10-11,Tel Aviv District,64.41666666666667
2012-10-11,Toronto,61.541666666666664
2012-10-11,Vancouver,76.38095238095238
2012-10-12,Albuquerque,31.0
2012-10-12,Atlanta,71.125
2012-10-12,Beersheba,56.625
2012-10-12,Boston,62.5
2012-10-12,Charlotte,57.75
2012-10-12,Chicago,48.608695652173914
2012-10-12,Dallas,79.875
2012-10-12,Denver,45.333333333333336
2012-10-12,Detroit,54.625
2012-10-12,Eilat,34.125
2012-10-12,Haifa,64.5
2012-10-12,Houston,78.75
2012-10-12,Indianapolis,60.36363636363637
2012-10-12,Jacksonville,71.125
2012-10-12,Jerusalem,54.75
2012-10-12,Kansas City,53.40909090909091
2012-10-12,Las Vegas,74.20833333333333
2012-10-12,Los Angeles,66.95833333333333
2012-10-12,Miami,68.125
2012-10-12,Minneapolis,40.73913043478261
2012-10-12,Montreal,77.0
2012-10-12,Nahariyya,64.5
2012-10-12,Nashville,59.083333333333336
2012-10-12,New York,48.45
2012-10-12,Philadelphia,45.391304347826086
2012-10-12,Phoenix,33.708333333333336
2012-10-12,Pittsburgh,50.77272727272727
2012-10-12,Portland,80.30434782608695
2012-10-12,Saint Louis,59.0
2012-10-12,San Antonio,77.41666666666667
2012-10-12,San Diego,67.04166666666667
2012-10-12,San Francisco,71.16666666666667
2012-10-12,Seattle,77.79166666666667
2012-10-12,Tel Aviv District,58.666666666666664
2012-10-12,Toronto,63.0
2012-10-12,Vancouver,89.95652173913044
2012-10-13,Albuquerque,44.125
2012-10-13,Atlanta,62.75
2012-10-13,Beersheba,62.333333333333336
2012-10-13,Boston,67.625
2012-10-13,Charlotte,66.5
2012-10-13,Chicago,52.77272727272727
2012-10-13,Dallas,71.79166666666667
2012-10-13,Denver,52.06666666666667
2012-10-13,Detroit,49.89473684210526
2012-10-13,Eilat,36.791666666666664
2012-10-13,Haifa,63.958333333333336
2012-10-13,Houston,73.0
2012-10-13,Indianapolis,58.43478260869565
2012-10-13,Jacksonville,66.91666666666667
2012-10-13,Jerusalem,58.916666666666664
2012-10-13,Kansas City,53.13636363636363
2012-10-13,Las Vegas,65.04166666666667
2012-10-13,Los Angeles,64.95833333333333
2012-10-13,Miami,60.833333333333336
2012-10-13,Minneapolis,46.82608695652174
2012-10-13,Montreal,59.333333333333336
2012-10-13,Nahariyya,63.958333333333336
2012-10-13,Nashville,79.08333333333333
2012-10-13,New York,58.54545454545455
2012-10-13,Philadelphia,57.75
2012-10-13,Phoenix,43.416666666666664
2012-10-13,Pittsburgh,49.69565217391305
2012-10-13,Portland,77.52173913043478
2012-10-13,Saint Louis,65.70833333333333
2012-10-13,San Antonio,72.79166666666667
2012-10-13,San Diego,66.875
2012-10-13,San Francisco,70.54166666666667
2012-10-13,Seattle,77.54166666666667
2012-10-13,Tel Aviv District,68.0
2012-10-13,Toronto,54.130434782608695
2012-10-13,Vancouver,86.73913043478261
2012-10-14,Albuquerque,37.77272727272727
2012-10-14,Atlanta,71.20833333333333
2012-10-14,Beersheba,65.70833333333333
2012-10-14,Boston,55.5
2012-10-14,Charlotte,63.958333333333336
2012-10-14,Chicago,62.875
2012-10-14,Dallas,71.83333333333333
2012-10-14,Denver,55.04347826086956
2012-10-14,Detroit,76.57894736842105
2012-10-14,Eilat,44.375
2012-10-14,Haifa,60.75
2012-10-14,Houston,81.16666666666667
2012-10-14,Indianapolis,67.375
2012-10-14,Jacksonville,66.66666666666667
2012-10-14,Jerusalem,54.75
2012-10-14,Kansas City,85.66666666666667
2012-10-14,Las Vegas,56.25
2012-10-14,Los Angeles,64.70833333333333
2012-10-14,Miami,66.54166666666667
2012-10-14,Minneapolis,69.45833333333333
2012-10-14,Montreal,62.0
2012-10-14,Nahariyya,60.75
2012-10-14,Nashville,84.66666666666667
2012-10-14,New York,46.27272727272727
2012-10-14,Philadelphia,43.91304347826087
2012-10-14,Phoenix,40.416666666666664
2012-10-14,Pittsburgh,52.041666666666664
2012-10-14,Portland,88.41666666666667
2012-10-14,Saint Louis,81.875
2012-10-14,San Antonio,77.83333333333333
2012-10-14,San Diego,66.375
2012-10-14,San Francisco,68.875
2012-10-14,Seattle,82.79166666666667
2012-10-14,Tel Aviv District,65.16666666666667
2012-10-14,Toronto,70.26315789473684
2012-10-14,Vancouver,92.79166666666667
2012-10-15,Albuquerque,46.18181818181818
2012-10-15,Atlanta,69.54166666666667
2012-10-15,Beersheba,69.17391304347827
2012-10-15,Boston,76.91304347826087
2012-10-15,Charlotte,76.66666666666667
2012-10-15,Chicago,85.47619047619048
2012-10-15,Dallas,67.79166666666667
2012-10-15,Denver,64.57894736842105
2012-10-15,Detroit,86.0952380952381
2012-10-15,Eilat,42.625
2012-10-15,Haifa,65.75
2012-10-15,Houston,84.75
2012-10-15,Indianapolis,73.66666666666667
2012-10-15,Jacksonville,78.3913043478261
2012-10-15,Jerusalem,59.75
2012-10-15,Kansas City,71.79166666666667
2012-10-15,Las Vegas,56.625
2012-10-15,Los Angeles,62.375
2012-10-15,Miami,71.54166666666667
2012-10-15,Minneapolis,82.68181818181819
2012-10-15,Montreal,76.875
2012-10-15,Nahariyya,65.75
2012-10-15,Nashville,70.79166666666667
2012-10-15,New York,61.8
2012-10-15,Philadelphia,62.72727272727273
2012-10-15,Phoenix,36.22727272727273
2012-10-15,Pittsburgh,53.833333333333336
2012-10-15,Portland,86.15
2012-10-15,Saint Louis,77.08333333333333
2012-10-15,San Antonio,72.54166666666667
2012-10-15,San Diego,66.56521739130434
2012-10-15,San Francisco,81.20833333333333
2012-10-15,Seattle,85.125
2012-10-15,Tel Aviv District,68.33333333333333
2012-10-15,Toronto,92.04545454545455
2012-10-15,Vancouver,91.14285714285714
2012-10-16,Albuquerque,34.0
2012-10-16,Atlanta,71.0
2012-10-16,Beersheba,64.54166666666667
2012-10-16,Boston,73.08333333333333
2012-10-16,Charlotte,81.45833333333333
2012-10-16,Chicago,68.82608695652173
2012-10-16,Dallas,58.875
2012-10-16,Denver,35.43478260869565
2012-10-16,Detroit,69.54166666666667
2012-10-16,Eilat,40.125
2012-10-16,Haifa,67.5
2012-10-16,Houston,64.875
2012-10-16,Indianapolis,70.83333333333333
2012-10-16,Jacksonville,77.5
2012-10-16,Jerusalem,56.75
2012-10-16,Kansas City,65.33333333333333
2012-10-16,Las Vegas,41.0
2012-10-16,Los Angeles,46.130434782608695
2012-10-16,Miami,75.375
2012-10-16,Minneapolis,55.54545454545455
2012-10-16,Montreal,89.4
2012-10-16,Nahariyya,67.5
2012-10-16,Nashville,64.5
2012-10-16,New York,73.73913043478261
2012-10-16,Philadelphia,75.5
2012-10-16,Phoenix,23.761904761904763
2012-10-16,Pittsburgh,64.45833333333333
2012-10-16,Portland,86.04166666666667
2012-10-16,Saint Louis,63.291666666666664
2012-10-16,San Antonio,59.708333333333336
2012-10-16,San Diego,54.625
2012-10-16,San Francisco,83.70833333333333
2012-10-16,Seattle,87.0
2012-10-16,Tel Aviv District,70.375
2012-10-16,Toronto,71.31818181818181
2012-10-16,Vancouver,93.4375
2012-10-17,Albuquerque,31.375
2012-10-17,Atlanta,61.375
2012-10-17,Beersheba,70.5
2012-10-17,Boston,64.45833333333333
2012-10-17,Charlotte,58.75
2012-10-17,Chicago,67.88888888888889
2012-10-17,Dallas,59.708333333333336
2012-10-17,Denver,24.157894736842106
2012-10-17,Detroit,60.1578947368421
2012-10-17,Eilat,36.833333333333336
2012-10-17,Haifa,62.75
2012-10-17,Houston,73.29166666666667
2012-10-17,Indianapolis,65.45454545454545
2012-10-17,Jacksonville,63.666666666666664
2012-10-17,Jerusalem,50.75
2012-10-17,Kansas City,63.291666666666664
2012-10-17,Las Vegas,38.75
2012-10-17,Los Angeles,59.4
2012-10-17,Miami,73.04166666666667
2012-10-17,Minneapolis,53.708333333333336
2012-10-17,Montreal,69.4
2012-10-17,Nahariyya,62.75
2012-10-17,Nashville,70.8695652173913
2012-10-17,New York,64.17647058823529
2012-10-17,Philadelphia,62.125
2012-10-17,Phoenix,27.555555555555557
2012-10-17,Pittsburgh,73.04166666666667
2012-10-17,Portland,79.0
2012-10-17,Saint Louis,67.20833333333333
2012-10-17,San Antonio,76.45833333333333
2012-10-17,San Diego,75.0909090909091
2012-10-17,San Francisco,76.54166666666667
2012-10-17,Seattle,75.33333333333333
2012-10-17,Tel Aviv District,69.75
2012-10-17,Toronto,54.875
2012-10-17,Vancouver,73.5
2012-10-18,Albuquerque,18.94736842105263
2012-10-18,Atlanta,66.95833333333333
2012-10-18,Beersheba,67.25
2012-10-18,Boston,67.45
2012-10-18,Charlotte,66.5
2012-10-18,Chicago,60.30434782608695
2012-10-18,Dallas,67.125
2012-10-18,Denver,18.142857142857142
2012-10-18,Detroit,61.166666666666664
2012-10-18,Eilat,29.875
2012-10-18,Haifa,56.25
2012-10-18,Houston,87.16666666666667
2012-10-18,Indianapolis,66.70833333333333
2012-10-18,Jacksonville,70.66666666666667
2012-10-18,Jerusalem,40.25
2012-10-18,Kansas City,58.916666666666664
2012-10-18,Las Vegas,33.0
2012-10-18,Los Angeles,52.04347826086956
2012-10-18,Miami,73.91666666666667
2012-10-18,Minneapolis,70.29166666666667
2012-10-18,Montreal,
2012-10-18,Nahariyya,56.25
2012-10-18,Nashville,63.625
2012-10-18,New York,56.42857142857143
2012-10-18,Philadelphia,64.125
2012-10-18,Phoenix,27.304347826086957
2012-10-18,Pittsburgh,64.625
2012-10-18,Portland,80.30434782608695
2012-10-18,Saint Louis,65.0
2012-10-18,San Antonio,79.79166666666667
2012-10-18,San Diego,53.541666666666664
2012-10-18,San Francisco,66.66666666666667
2012-10-18,Seattle,73.56521739130434
2012-10-18,Tel Aviv District,71.91666666666667
2012-10-18,Toronto,76.08695652173913
2012-10-18,Vancouver,78.45454545454545
2012-10-19,Albuquerque,8.1
2012-10-19,Atlanta,68.95833333333333
2012-10-19,Beersheba,66.52173913043478
2012-10-19,Boston,70.22727272727273
2012-10-19,Charlotte,75.08333333333333
2012-10-19,Chicago,70.79166666666667
2012-10-19,Dallas,30.217391304347824
2012-10-19,Denver,22.347826086956523
2012-10-19,Detroit,67.34782608695652
2012-10-19,Eilat,27.791666666666668
2012-10-19,Haifa,51.0
2012-10-19,Houston,71.83333333333333
2012-10-19,Indianapolis,68.45833333333333
2012-10-19,Jacksonville,79.45833333333333
2012-10-19,Jerusalem,35.75
2012-10-19,Kansas City,34.08695652173913
2012-10-19,Las Vegas,25.347826086956523
2012-10-19,Los Angeles,51.583333333333336
2012-10-19,Miami,78.25
2012-10-19,Minneapolis,81.04166666666667
2012-10-19,Montreal,66.0
2012-10-19,Nahariyya,51.0
2012-10-19,Nashville,62.04545454545455
2012-10-19,New York,70.25
2012-10-19,Philadelphia,69.75
2012-10-19,Phoenix,33.041666666666664
2012-10-19,Pittsburgh,56.458333333333336
2012-10-19,Portland,78.3913043478261
2012-10-19,Saint Louis,68.84210526315789
2012-10-19,San Antonio,47.125
2012-10-19,San Diego,60.083333333333336
2012-10-19,San Francisco,45.041666666666664
2012-10-19,Seattle,70.375
2012-10-19,Tel Aviv District,66.61538461538461
2012-10-19,Toronto,64.65217391304348
2012-10-19,Vancouver,77.57142857142857
2012-10-20,Albuquerque,14.958333333333334
2012-10-20,Atlanta,61.69565217391305
2012-10-20,Beersheba,69.5
2012-10-20,Boston,81.20833333333333
2012-10-20,Charlotte,73.47826086956522
2012-10-20,Chicago,79.95833333333333
2012-10-20,Dallas,38.333333333333336
2012-10-20,Denver,20.166666666666668
2012-10-20,Detroit,60.130434782608695
2012-10-20,Eilat,32.541666666666664
2012-10-20,Haifa,51.5
2012-10-20,Houston,50.43478260869565
2012-10-20,Indianapolis,74.29166666666667
2012-10-20,Jacksonville,72.33333333333333
2012-10-20,Jerusalem,41.0
2012-10-20,Kansas City,64.5
2012-10-20,Las Vegas,25.3
2012-10-20,Los Angeles,78.25
2012-10-20,Miami,79.58333333333333
2012-10-20,Minneapolis,84.375
2012-10-20,Montreal,87.5
2012-10-20,Nahariyya,51.5
2012-10-20,Nashville,50.333333333333336
2012-10-20,New York,88.16666666666667
2012-10-20,Philadelphia,85.54166666666667
2012-10-20,Phoenix,31.565217391304348
2012-10-20,Pittsburgh,71.79166666666667
2012-10-20,Portland,74.65217391304348
2012-10-20,Saint Louis,65.33333333333333
2012-10-20,San Antonio,47.130434782608695
2012-10-20,San Diego,73.70833333333333
2012-10-20,San Francisco,72.625
2012-10-20,Seattle,82.16666666666667
2012-10-20,Tel Aviv District,66.08333333333333
2012-10-20,Toronto,88.95652173913044
2012-10-20,Vancouver,84.63636363636364
2012-10-21,Albuquerque,11.529411764705882
